# guild,user_id,sold,bought,is_member
"Eastmarch Trade Company","@Inventionest5",0,374,false
"Eastmarch Trade Company","@Cheetahsloth",0,366,false
"Eastmarch Trade Company","@OGHobbs",0,364,false
"Eastmarch Trade Company","@beastyx",0,362,false
"Eastmarch Trade Company","@Vonbone",0,362,false
"Eastmarch Trade Company","@Fallenbrooke",0,360,false
"Eastmarch Trade Company","@Paki_Aladdin",0,360,false
"Eastmarch Trade Company","@DMBCML",0,355,false
"Eastmarch Trade Company","@Rolling5050",0,355,false
"Eastmarch Trade Company","@Vinsanity70",0,355,false
"Eastmarch Trade Company","@khrazum",0,353,false
"Eastmarch Trade Company","@Lauva",0,351,false
"Eastmarch Trade Company","@Dysentary",0,350,false
"Eastmarch Trade Company","@mordukh",0,349,false
"Eastmarch Trade Company","@The_Forseti",0,349,false
"Eastmarch Trade Company","@MARTINbueno",0,344,false
"Eastmarch Trade Company","@northLL",0,343,false
"Eastmarch Trade Company","@longrow",0,339,false
"Eastmarch Trade Company","@sumwatt",0,334,false
"Eastmarch Trade Company","@spu001",0,331,false
"Eastmarch Trade Company","@RoyalFlush30",0,328,false
"Eastmarch Trade Company","@BigN16",0,325,false
"Eastmarch Trade Company","@Morte209",0,325,false
"Eastmarch Trade Company","@ejwn",0,316,false
"Eastmarch Trade Company","@Inhuman003",0,316,false
"Eastmarch Trade Company","@ArcusTy",0,314,false
"Eastmarch Trade Company","@Belark",0,314,false
"Eastmarch Trade Company","@einwolf319",0,311,false
"Eastmarch Trade Company","@ynotcruzwitme",0,306,false
"Eastmarch Trade Company","@Gribbel1980",0,304,false
"Eastmarch Trade Company","@TyrellJonez",0,303,false
"Eastmarch Trade Company","@DarD84",0,300,false
"Eastmarch Trade Company","@Holdir",0,300,false
"Eastmarch Trade Company","@Idh8too",0,300,false
"Eastmarch Trade Company","@Jbam24",0,300,false
"Eastmarch Trade Company","@LadyArnomus",0,300,false
"Eastmarch Trade Company","@Mishkaiel",0,300,false
"Eastmarch Trade Company","@OhAmex",0,300,false
"Eastmarch Trade Company","@smurrain",0,300,false
"Eastmarch Trade Company","@OrpheusX",0,299,false
"Eastmarch Trade Company","@ryounji",0,299,false
"Eastmarch Trade Company","@Qähnàärïn13",0,298,false
"Eastmarch Trade Company","@SelfRunRiot",0,295,false
"Eastmarch Trade Company","@NinoBR",0,294,false
"Eastmarch Trade Company","@EpicSpaceMoose",0,293,false
"Eastmarch Trade Company","@BitRowdy",0,291,false
"Eastmarch Trade Company","@Cure4theEn3my14",0,288,false
"Eastmarch Trade Company","@Kheyy",0,288,false
"Eastmarch Trade Company","@Kyohma",0,286,false
"Eastmarch Trade Company","@Gunnins85",0,283,false
"Eastmarch Trade Company","@Mercier",0,281,false
"Eastmarch Trade Company","@azizabdalah",0,280,false
"Eastmarch Trade Company","@In5pire",0,277,false
"Eastmarch Trade Company","@Death.Saint",0,275,false
"Eastmarch Trade Company","@Ducati-Man",0,275,false
"Eastmarch Trade Company","@E30BeDirty",0,275,false
"Eastmarch Trade Company","@Hathur",0,275,false
"Eastmarch Trade Company","@JMBKD",0,275,false
"Eastmarch Trade Company","@k0m0d0",0,275,false
"Eastmarch Trade Company","@kaz4141",0,275,false
"Eastmarch Trade Company","@Kiy",0,275,false
"Eastmarch Trade Company","@kuochenwoo",0,275,false
"Eastmarch Trade Company","@SDGhostbear",0,275,false
"Eastmarch Trade Company","@El_Z0rr0",0,274,false
"Eastmarch Trade Company","@Rethuglican",0,272,false
"Eastmarch Trade Company","@Desys",0,270,false
"Eastmarch Trade Company","@Sinanju06",0,264,false
"Eastmarch Trade Company","@Gozerian",0,261,false
"Eastmarch Trade Company","@Orororo",0,261,false
"Eastmarch Trade Company","@EsteeLoller",0,260,false
"Eastmarch Trade Company","@MsBunnyFluff",0,260,false
"Eastmarch Trade Company","@Crumbles",0,259,false
"Eastmarch Trade Company","@dyne8854",0,257,false
"Eastmarch Trade Company","@MGuns1980",0,255,false
"Eastmarch Trade Company","@Bloodlinewolf",0,254,false
"Eastmarch Trade Company","@thegreatzibwini",0,254,false
"Eastmarch Trade Company","@Frankinstine",0,253,false
"Eastmarch Trade Company","@p4r3d3",0,253,false
"Eastmarch Trade Company","@ArcticStorm9",0,250,false
"Eastmarch Trade Company","@beardwire",0,250,false
"Eastmarch Trade Company","@BellaMorte42",0,250,false
"Eastmarch Trade Company","@DargusMaximus",0,250,false
"Eastmarch Trade Company","@Dragons_drone",0,250,false
"Eastmarch Trade Company","@elziegler46",0,250,false
"Eastmarch Trade Company","@jchychot",0,250,false
"Eastmarch Trade Company","@Kaerwyin",0,250,false
"Eastmarch Trade Company","@KaySilly",0,250,false
"Eastmarch Trade Company","@LeoSzilard",0,250,false
"Eastmarch Trade Company","@Lord_Draevan",0,250,false
"Eastmarch Trade Company","@Midnight.Serenity",0,250,false
"Eastmarch Trade Company","@Morgannopants",0,250,false
"Eastmarch Trade Company","@Outait",0,250,false
"Eastmarch Trade Company","@Videlous",0,250,false
"Eastmarch Trade Company","@PurpleDorito",0,249,false
"Eastmarch Trade Company","@Kaimahi",0,248,false
"Eastmarch Trade Company","@wjgr",0,248,false
"Eastmarch Trade Company","@HoldenCross",0,247,false
"Eastmarch Trade Company","@superstryke",0,246,false
"Eastmarch Trade Company","@KingColin",0,245,false
"Eastmarch Trade Company","@HuxleyTheGam3r22",0,243,false
"Eastmarch Trade Company","@like60ninjas",0,242,false
"Eastmarch Trade Company","@noxpox",0,241,false
"Eastmarch Trade Company","@jecochrane",0,240,false
"Eastmarch Trade Company","@Sallington",0,240,false
"Eastmarch Trade Company","@worl4125",0,240,false
"Eastmarch Trade Company","@Exalted-Nade",0,239,false
"Eastmarch Trade Company","@RedRudolf",0,239,false
"Eastmarch Trade Company","@risingphoenix23",0,231,false
"Eastmarch Trade Company","@Scorpio-45",0,230,false
"Eastmarch Trade Company","@kingofsdtw",0,225,false
"Eastmarch Trade Company","@zammiswoogie",0,222,false
"Eastmarch Trade Company","@iAMbreton",0,219,false
"Eastmarch Trade Company","@iKei",0,216,false
"Eastmarch Trade Company","@arrowzag",0,213,false
"Eastmarch Trade Company","@jeffinpeggs",0,212,false
"Eastmarch Trade Company","@M41QTH3L14R",0,210,false
"Eastmarch Trade Company","@thug1y",0,210,false
"Eastmarch Trade Company","@dudefromph",0,208,false
"Eastmarch Trade Company","@jackjfishing",0,202,false
"Eastmarch Trade Company","@Pellinel",0,202,false
"Eastmarch Trade Company","@Spartacus926",0,202,false
"Eastmarch Trade Company","@NeCormanSir",0,201,false
"Eastmarch Trade Company","@rainboc",0,201,false
"Eastmarch Trade Company","@CyrusArya",0,200,false
"Eastmarch Trade Company","@digital_nemesis",0,200,false
"Eastmarch Trade Company","@isdragonirl",0,200,false
"Eastmarch Trade Company","@Joner6",0,200,false
"Eastmarch Trade Company","@lordvalkatron",0,200,false
"Eastmarch Trade Company","@sealilymarron",0,200,false
"Eastmarch Trade Company","@Thebes3710",0,200,false
"Eastmarch Trade Company","@vatyx01",0,199,false
"Eastmarch Trade Company","@PlanetTheGreat",0,197,false
"Eastmarch Trade Company","@Arcanix9",0,195,false
"Eastmarch Trade Company","@Sephilopod",0,195,false
"Eastmarch Trade Company","@WoIfy",0,195,false
"Eastmarch Trade Company","@Yaada",0,195,false
"Eastmarch Trade Company","@daniel29",0,194,false
"Eastmarch Trade Company","@DeadlyBlackRose",0,194,false
"Eastmarch Trade Company","@ItsJustMatt",0,192,false
"Eastmarch Trade Company","@livy402",0,192,false
"Eastmarch Trade Company","@Levi",0,191,false
"Eastmarch Trade Company","@Callenda",0,189,false
"Eastmarch Trade Company","@Nurrian",0,187,false
"Eastmarch Trade Company","@pookie9981",0,185,false
"Eastmarch Trade Company","@skelale",0,184,false
"Eastmarch Trade Company","@Aciref",0,183,false
"Eastmarch Trade Company","@AzraelAcid",0,180,false
"Eastmarch Trade Company","@festakirkman",0,180,false
"Eastmarch Trade Company","@Hattrak",0,180,false
"Eastmarch Trade Company","@guitarguys2",0,179,false
"Eastmarch Trade Company","@cecstefa",0,178,false
"Eastmarch Trade Company","@SecularMind",0,177,false
"Eastmarch Trade Company","@Clemenz",0,175,false
"Eastmarch Trade Company","@CO0LBEANS",0,175,false
"Eastmarch Trade Company","@ubuman",0,175,false
"Eastmarch Trade Company","@Feral_Impulse",0,174,false
"Eastmarch Trade Company","@DarkPhoria",0,169,false
"Eastmarch Trade Company","@blackitten",0,165,false
"Eastmarch Trade Company","@lovestruck",0,165,false
"Eastmarch Trade Company","@xirorz",0,165,false
"Eastmarch Trade Company","@Zealottery",0,165,false
"Eastmarch Trade Company","@Rosella",0,163,false
"Eastmarch Trade Company","@Japhy86",0,160,false
"Eastmarch Trade Company","@AnnabellEvil",0,155,false
"Eastmarch Trade Company","@FreEm1nD",0,155,false
"Eastmarch Trade Company","@LordNarhwal",0,155,false
"Eastmarch Trade Company","@SirRobertPeel",0,154,false
"Eastmarch Trade Company","@Natiran",0,152,false
"Eastmarch Trade Company","@Tonyaxes",0,151,false
"Eastmarch Trade Company","@zehrazin",0,151,false
"Eastmarch Trade Company","@Furagon",0,150,false
"Eastmarch Trade Company","@guirob_128",0,150,false
"Eastmarch Trade Company","@linko87",0,150,false
"Eastmarch Trade Company","@marksavio",0,150,false
"Eastmarch Trade Company","@robted",0,150,false
"Eastmarch Trade Company","@sioniann",0,150,false
"Eastmarch Trade Company","@Valkyrie44",0,150,false
"Eastmarch Trade Company","@Whammmy",0,150,false
"Eastmarch Trade Company","@jra677",0,146,false
"Eastmarch Trade Company","@code65536",0,145,false
"Eastmarch Trade Company","@johnmirolha",0,144,false
"Eastmarch Trade Company","@Magitron",0,144,false
"Eastmarch Trade Company","@Katieanna",0,143,false
"Eastmarch Trade Company","@Blackfate416",0,140,false
"Eastmarch Trade Company","@IanLi",0,140,false
"Eastmarch Trade Company","@LordTempest",0,140,false
"Eastmarch Trade Company","@Wicked_Shifty",0,140,false
"Eastmarch Trade Company","@rafaelmizar",0,138,false
"Eastmarch Trade Company","@iamzombiefood13",0,130,false
"Eastmarch Trade Company","@K4sp3r",0,130,false
"Eastmarch Trade Company","@zfoxes123",0,127,false
"Eastmarch Trade Company","@Duerand",0,126,false
"Eastmarch Trade Company","@Cypherenter",0,125,false
"Eastmarch Trade Company","@Idole",0,125,false
"Eastmarch Trade Company","@Mispelled",0,125,false
"Eastmarch Trade Company","@Pyrestone20",0,125,false
"Eastmarch Trade Company","@tsuensiu",0,124,false
"Eastmarch Trade Company","@Revcoworld",0,120,false
"Eastmarch Trade Company","@Nitecat",0,113,false
"Eastmarch Trade Company","@Adriac1993",0,112,false
"Eastmarch Trade Company","@Kastor-Spiritsong",0,108,false
"Eastmarch Trade Company","@Oblivion.Lord",0,108,false
"Eastmarch Trade Company","@Dagoth19",0,105,false
"Eastmarch Trade Company","@Kungfusuperstar",0,105,false
"Eastmarch Trade Company","@Sleepytroll69",0,104,false
"Eastmarch Trade Company","@ScratchxX",0,102,false
"Eastmarch Trade Company","@bethygirlforever",0,100,false
"Eastmarch Trade Company","@DeVoDeVo",0,100,false
"Eastmarch Trade Company","@jedi_tiger",0,100,false
"Eastmarch Trade Company","@Jewbebz",0,100,false
"Eastmarch Trade Company","@Ob299",0,100,false
"Eastmarch Trade Company","@zayven",0,100,false
"Eastmarch Trade Company","@Cously",0,99,false
"Eastmarch Trade Company","@docholliday87",0,99,false
"Eastmarch Trade Company","@herzog2",0,99,false
"Eastmarch Trade Company","@Panexi",0,99,false
"Eastmarch Trade Company","@tscastro123",0,99,false
"Eastmarch Trade Company","@agentsoph",0,98,false
"Eastmarch Trade Company","@whyloo",0,98,false
"Eastmarch Trade Company","@KarakTheMad",0,96,false
"Eastmarch Trade Company","@bowser324",0,95,false
"Eastmarch Trade Company","@Sparhawk66",0,91,false
"Eastmarch Trade Company","@durroz89",0,90,false
"Eastmarch Trade Company","@Cap'nJim",0,85,false
"Eastmarch Trade Company","@follkin85",0,84,false
"Eastmarch Trade Company","@Rsim",0,83,false
"Eastmarch Trade Company","@aikiseanlp",0,81,false
"Eastmarch Trade Company","@SlappyThePoptart",0,81,false
"Eastmarch Trade Company","@mylefthands",0,76,false
"Eastmarch Trade Company","@Foambeard",0,75,false
"Eastmarch Trade Company","@herbdocter",0,75,false
"Eastmarch Trade Company","@strawhatluffy007",0,75,false
"Eastmarch Trade Company","@Kleshya",0,72,false
"Eastmarch Trade Company","@LZXray68W",0,66,false
"Eastmarch Trade Company","@StoneRogue",0,66,false
"Eastmarch Trade Company","@NumberOneCentaur",0,65,false
"Eastmarch Trade Company","@Corventis",0,64,false
"Eastmarch Trade Company","@Imaskari001",0,60,false
"Eastmarch Trade Company","@zx365913nm",0,60,false
"Eastmarch Trade Company","@Woodiam",0,58,false
"Eastmarch Trade Company","@Atheor",0,55,false
"Eastmarch Trade Company","@XxXBond006XxX",0,55,false
"Eastmarch Trade Company","@Amiante",0,54,false
"Eastmarch Trade Company","@jjstamm",0,54,false
"Eastmarch Trade Company","@rutom",0,54,false
"Eastmarch Trade Company","@Alice-TheShewolf",0,50,false
"Eastmarch Trade Company","@Camulos7802",0,50,false
"Eastmarch Trade Company","@kittycat33070",0,50,false
"Eastmarch Trade Company","@Yoriki",0,50,false
"Eastmarch Trade Company","@BRP1970",0,48,false
"Eastmarch Trade Company","@NinjurGinger",0,48,false
"Eastmarch Trade Company","@ShanonaMommy",0,47,false
"Eastmarch Trade Company","@Femtality",0,45,false
"Eastmarch Trade Company","@jluchau",0,44,false
"Eastmarch Trade Company","@Metatom43",0,42,false
"Eastmarch Trade Company","@qiktoy",0,42,false
"Eastmarch Trade Company","@Smolt",0,38,false
"Eastmarch Trade Company","@bsavery232",0,37,false
"Eastmarch Trade Company","@RogueEffect",0,34,false
"Eastmarch Trade Company","@Ferveod",0,33,false
"Eastmarch Trade Company","@Axbom",0,31,false
"Eastmarch Trade Company","@Bounty4321",0,31,false
"Eastmarch Trade Company","@dieselboypunker",0,30,false
"Eastmarch Trade Company","@TrinityXXX",0,30,false
"Eastmarch Trade Company","@Pluto-JP",0,29,false
"Eastmarch Trade Company","@porona",0,27,false
"Eastmarch Trade Company","@Ulorla",0,26,false
"Eastmarch Trade Company","@Zenox_Bloodwell",0,25,false
"Eastmarch Trade Company","@lokibloodraven",0,21,false
"Eastmarch Trade Company","@KiLLLiNiT",0,19,false
"Eastmarch Trade Company","@Rudyard",0,18,false
"Eastmarch Trade Company","@Andathral",0,15,false
"Eastmarch Trade Company","@Bingybong",0,15,false
"Eastmarch Trade Company","@Calxis",0,14,false
"Eastmarch Trade Company","@sfromal",0,12,false
"Eastmarch Trade Company","@AmrasCalafalas",0,9,false
"Eastmarch Trade Company","@Mandopunk",0,9,false
"Eastmarch Trade Company","@Mirroden61",0,9,false
"Eastmarch Trade Company","@Djarty",0,8,false
"Eastmarch Trade Company","@quinzell87",0,8,false
"Eastmarch Trade Company","@Chronsolo",0,6,false
